modifie,par
"ARRETE INTERMINISTERIEL — fixant les conditions et les modalités de transfert du portefeuille foncier, les superficies des périmètres, leurs délimitations ainsi que leurs coordonnées géographiques, à l'office de développement de l'agriculture industrielle en terres sahariennes","ARRETE INTERMINISTERIEL — complétant l'arrêté interministériel fixant les conditions et les modalités de transfert du portefeuille foncier, les superficies des périmètres, leurs délimitations ainsi que leurs coordonnées géographiques, à l'office de développement de l'agriculture industrielle en terres sahariennes"
"ARRETE — portant désignation des membres du comité national de prévention et de lutte contre les zoonoses","ARRETE — modifiant l'arrêté portant désignation des membres du comité national de prévention et de lutte contre les zoonoses"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 25-164 — fixant l'organisation et le fonctionnement de l'inspection générale du ministère de la jeunesse."
"DECRET EXECUTIF n° 90-226 — fixant les droits et les obligations des travailleurs exerçant des fonctions supérieures de l'Etat","DECRET EXECUTIF n° 25-164 — fixant l'organisation et le fonctionnement de l'inspection générale du ministère de la jeunesse."
"DECRET EXECUTIF n° 90-227 — fixant la liste des fonctions supérieures de l'Etat au titre de l'administration, des institutions et des organismes publics","DECRET EXECUTIF n° 25-164 — fixant l'organisation et le fonctionnement de l'inspection générale du ministère de la jeunesse."
"DECRET EXECUTIF n° 90-228 — fixant le mode de rémunération applicable aux travailleurs exerçant des fonctions supérieures de l'Etat","DECRET EXECUTIF n° 25-164 — fixant l'organisation et le fonctionnement de l'inspection générale du ministère de la jeunesse."
"DECRET EXECUTIF n° 16-86 — portant création, organisation et fonctionnement de l'inspection générale du ministère de la jeunesse et des sports","DECRET EXECUTIF n° 25-164 — fixant l'organisation et le fonctionnement de l'inspection générale du ministère de la jeunesse."
"ARRETE — fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de l'administration centrale du ministère de la justice et des juridictions","ARRETE INTERMINISTERIEL — modifiant l'arrêté interministériel du 17 Rabie El Aouel 1437 correspondant au 29 décembre 2015 fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de l'administration centrale du ministère de la justice et des juridictions."
"DECRET PRESIDENTIEL n° 07-308 — fixant les modalités de recrutement des agents contractuels, leurs droits et obligations, les éléments constitutifs de leur rémunération, les règles relatives à leur gestion ainsi que le régime disciplinaire qui leur est applicable","ARRETE INTERMINISTERIEL — modifiant l'arrêté interministériel du 17 Rabie El Aouel 1437 correspondant au 29 décembre 2015 fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de l'administration centrale du ministère de la justice et des juridictions."
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","ARRETE INTERMINISTERIEL — modifiant l'arrêté interministériel du 17 Rabie El Aouel 1437 correspondant au 29 décembre 2015 fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de l'administration centrale du ministère de la justice et des juridictions."
"ORDONNANCE n° 75-59 — portant code de commerce","ARRETE — portant approbation du règlement de la commission d'organisation et de surveillance des opérations de bourse (COSOB) n° 25-01 du 22 Rajab 1446 correspondant au 22 janvier 2025 fixant les conditions et modalités de présence et du vote à distance par voie électronique aux assemblées générales des sociétés cotées en bourse."
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","ARRETE — portant approbation du règlement de la commission d'organisation et de surveillance des opérations de bourse (COSOB) n° 25-01 du 22 Rajab 1446 correspondant au 22 janvier 2025 fixant les conditions et modalités de présence et du vote à distance par voie électronique aux assemblées générales des sociétés cotées en bourse."
"ARRETE — portant nomination des membres de la commission d'organisation et de surveillance des opérations de bourse","ARRETE — portant approbation du règlement de la commission d'organisation et de surveillance des opérations de bourse (COSOB) n° 25-01 du 22 Rajab 1446 correspondant au 22 janvier 2025 fixant les conditions et modalités de présence et du vote à distance par voie électronique aux assemblées générales des sociétés cotées en bourse."
"LOI n° 18-18 — portant loi de finances pour 2019","ARRETE INTERMINISTERIEL — fixant les modalités de communication des données relatives à la production physique et aux intrants utilisés par les entreprises économiques relevant du secteur de l'industrie exerçant une activité de production de biens."
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","ARRETE INTERMINISTERIEL — fixant les modalités de communication des données relatives à la production physique et aux intrants utilisés par les entreprises économiques relevant du secteur de l'industrie exerçant une activité de production de biens."
"DECRET EXECUTIF n° 13-84 — fixant les modalités d'organisation et de gestion du fichier national des fraudeurs, auteurs d'infractions graves aux législations et réglementations fiscales, commerciales, douanières, bancaires et financières ainsi que le défaut de dépôt légal des comptes sociaux","ARRETE INTERMINISTERIEL — fixant les modalités de communication des données relatives à la production physique et aux intrants utilisés par les entreprises économiques relevant du secteur de l'industrie exerçant une activité de production de biens."
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","ARRETE — portant mise à jour du contenu de la liste des activités individualisées relatives à l'auto-entrepreneur."
"DECRET EXECUTIF n° 23-196 — fixant l'organisation et le fonctionnement de l'agence nationale de l'auto-entrepreneur","ARRETE — portant mise à jour du contenu de la liste des activités individualisées relatives à l'auto-entrepreneur."
"LOI n° 05-01 — relative à la prévention et à la lutte contre le blanchiment d'argent et le financement du terrorisme","LOI n° 25-10 — modifiant et complétant la loi n° 05-01 du 27 Dhou El Hidja 1425 correspondant au 6 février 2005 relative à la prévention et à la lutte contre le blanchiment d'argent et le financement du terrorisme"
"LOI n° 18-07 — relative à la protection des personnes physiques dans le traitement des données à caractère personnel","LOI n° 25-11 — modifiant et complétant la loi n° 18-07 du 25 Ramadhan 1439 correspondant au 10 juin 2018 relative à la protection des personnes physiques dans le traitement des données à caractère personnel"
"DECRET EXECUTIF n° 04-181 — portant création de la commission de communication liée aux risques naturels et technologiques majeurs","DECRET EXECUTIF n° 25-195 — fixant les modalités d'élaboration et de mise en œuvre de la stratégie nationale de la communication et de l'information et des programmes de formation, d'enseignement et de recherche scientifique en matière de risques de catastrophes"
"DECRET EXECUTIF n° 04-236 — portant réorganisation du centre de diffusion cinématographique et changement de sa dénomination","DECRET EXECUTIF n° 25-196 — portant réorganisation du centre national de la cinématographie et de l'audiovisuel et changement de sa dénomination"
"DECRET EXECUTIF n° 13-277 — fixant la composition, les missions et le fonctionnement de la commission de visionnage des films","DECRET EXECUTIF n° 25-197 — fixant la composition, les missions et les modalités de fonctionnement de la commission de visionnage des films"
"DECRET EXECUTIF n° 93-242 — portant création du centre national des sports et des loisirs de Tikjda","DECRET EXECUTIF n° 25-209 — complétant le décret exécutif n° 93-242 du 4 Joumada El Oula 1414 correspondant au 20 octobre 1993 portant création du centre national des sports et des loisirs de Tikjda"
"ARRETE INTERMINISTERIEL du 9 Dhou El Kaâda 1443 correspondant au 8 juin 2022 — portant création des annexes du centre algérien du contrôle de la qualité et de l'emballage et des laboratoires d'analyse de la qualité et de la répression des fraudes","ARRETE INTERMINISTERIEL du 28 Dhou El Hidja 1446 correspondant au 24 juin 2025 — complétant l'arrêté interministériel du 9 Dhou El Kaâda 1443 correspondant au 8 juin 2022 portant création des annexes du centre algérien du contrôle de la qualité et de l'emballage et des laboratoires d'analyse de la qualité et de la répression des fraudes"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET PRESIDENTIEL n° 25-241 — portant nomination des membres du Gouvernement"
"DECRET EXECUTIF n° 98-188 — portant création, organisation et fonctionnement du centre national de toxicologie","DECRET EXECUTIF n° 25-237 — modifiant et complétant le décret exécutif n° 98-188 du 7 Safar 1419 correspondant au 2 juin 1998 portant création, organisation et fonctionnement du centre national de toxicologie"
